SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0.0001,0.9999,0,0.1,1,totalSpend90d,1.624683957,4379.44,+++,overpaymentAmt90d,-1.537962235,0,---,totalMerchCred90d,-0.92792923,336.34,--,nbrCustReqRefunds90d,-0.762664452,1,--,totalPaymentAmt90d,-0.624522442,218.97,--,avgTxnSize90d,-0.293182887,168.44,-,creditScore,-0.207254757,758,-,maxRevolveLine,0,16000,<-,csrNotes,0,customer call billing address change request,<-,tenureMonths,0,14,<-,APPROVED,1,1,72100,14,758,MA,26,168.44,4379.44,customer call billing address change request,15,2,1,336.34,0,3,218.97,0,0,1,1,52.42,3,16000,1,1,0,6,1,0,1719
0,1,0,0.1,1,overpaymentAmt90d,-6.217929824,60,--,totalSpend90d,-6.081884611,0,--,totalPaymentAmt90d,-5.877304215,60,--,totalMerchCred90d,-5.062897738,0,--,avgTxnSize90d,-4.608186236,5.88,--,csrNotes,-4.304344574,  transfer customer call,--,income,-3.59716495,12700,--,creditScore,-2.281008048,722,--,tenureMonths,-1.789329279,4,-,nbrCustReqRefunds90d,-1.301044792,1,-,APPROVED,1,2,12700,4,722,ME,0,5.88,0,  transfer customer call,0,0,0,0,0,3,60,60,1,1,1,60,0,12000,1,1,0,10,0,0,1720
0.003557928,0.996442072,0,0.1,1,totalSpend90d,-1.660634108,8647.96,---,overpaymentAmt90d,-0.625311493,0,--,totalMerchCred90d,-0.590204075,891.72,--,nbrCustReqRefunds90d,-0.411269627,1,--,income,-0.289694188,200700,--,avgTxnSize90d,0.233897939,58.04,++,tenureMonths,-0.159730984,49,-,csrNotes,0.13049587,nan,+,totalPaymentAmt90d,-0.129919832,8647.96,-,state,-0.040411744,NY,-,APPROVED,1,1,200700,49,738,NY,149,58.04,8647.96, ,77,16,2,891.72,6,5,8647.96,0,0,1,1,46.94,5,15000,1,4,0,6,0,0,1721
0,1,0,0.1,1,overpaymentAmt90d,-3.018384541,0,---,totalSpend90d,-2.954069337,2246,---,totalPaymentAmt90d,-2.900249818,2246,---,nbrCustReqRefunds90d,-1.303330402,1,--,totalMerchCred90d,-1.27050776,562.26,--,avgTxnSize90d,-1.23449146,280.75,--,maxRevolveLine,0,7000,<+,creditScore,0,800,<+,tenureMonths,0,22,<+,income,0,23900,<+,APPROVED,1,0,23900,22,800,PA,8,280.75,2246, ,3,2,0,562.26,2,3,2246,0,0,1,1,43.32,3,7000,1,3,0,5,2,0,1722
0.575691963,0.424308037,1,0.1,1,totalMerchCred90d,3.504116198,1539.27,+++,totalSpend90d,0.608102485,17487.56,++,avgTxnSize90d,0.123498519,514.34,+,state,-0.088670187,MA,-,maxRevolveLine,0.08036228,7000,+,totalPaymentAmt90d,0.069518959,874.38,+,nbrCustReqRefunds90d,0.034596795,1,+,income,0.030216297,58100,+,tenureMonths,0.026852214,47,+,overpaymentAmt90d,0.026166847,0,+,APPROVED,1,0,58100,47,756,MA,34,514.34,17487.56, ,20,3,0,1539.27,0,3,874.38,0,0,1,1,54.76,3,7000,0,2,1,6,3,0,1723
0.00390465,0.99609535,0,0.1,1,totalSpend90d,4.313464135,30.17,+++,totalPaymentAmt90d,-0.725657303,60,--,totalMerchCred90d,-0.576654024,3.86,--,nbrCustReqRefunds90d,-0.460576755,1,--,overpaymentAmt90d,-0.426056353,29.83,--,income,0.400771483,20800,++,csrNotes,0.094299698,password change   customer call,+,avgTxnSize90d,0.046860066,4.31,+,tenureMonths,0.023440082,64,+,state,-0.00471941,RI,<-,APPROVED,1,3,20800,64,701,RI,7,4.31,30.17,password change   customer call,2,1,0,3.86,0,5,60,29.83,1,1,1,75.17,0,7000,1,2,0,9,0,0,1724
0.566973206,0.433026795,1,0.1,1,totalMerchCred90d,1.871185019,2951.56,+++,creditScore,-0.958285814,743,---,totalPaymentAmt90d,-0.377677938,48931.86,--,tenureMonths,-0.205031518,18,--,state,-0.188922709,CT,-,totalSpend90d,-0.074805637,48931.86,-,csrNotes,-0.074401884,plastic replace customer call billing address moneyorder,-,avgTxnSize90d,-0.064147626,596.73,-,overpaymentAmt90d,0.026431339,0,+,nbrCustReqRefunds90d,0.022482224,1,+,APPROVED,1,1,46800,18,743,CT,82,596.73,48931.86,plastic replace customer call billing address moneyorder,48,5,1,2951.56,0,2,48931.86,0,0,1,1,71.43,2,12000,1,7,0,8,1,0,1725
0,1,0,0.1,1,totalPaymentAmt90d,-3.153873514,231.56,---,totalSpend90d,-2.844998535,231.56,---,overpaymentAmt90d,-2.635237681,0,---,totalMerchCred90d,-1.799154012,0,--,nbrCustReqRefunds90d,-1.272126917,1,--,avgTxnSize90d,-0.549271527,33.08,-,maxRevolveLine,0,21000,<+,creditScore,0,705,<+,tenureMonths,0,31,<+,income,0,48400,<+,APPROVED,1,3,48400,31,705,ME,7,33.08,231.56, ,3,0,0,0,0,6,231.56,0,0,1,1,40.82,0,21000,1,2,0,9,1,0,1726
0,1,0,0.1,1,totalSpend90d,-2.994998509,2426.1,---,overpaymentAmt90d,-2.939418967,0,---,totalPaymentAmt90d,-2.866230725,121.31,---,totalMerchCred90d,-1.310159298,80.98,--,nbrCustReqRefunds90d,-1.226098786,1,--,avgTxnSize90d,-0.515872835,80.87,-,maxRevolveLine,0,12000,<+,creditScore,0,800,<+,tenureMonths,0,8,<+,income,0,28200,<+,APPROVED,1,0,28200,8,800,NY,30,80.87,2426.1, ,19,1,0,80.98,1,6,121.31,0,0,1,1,70.47,1,12000,0,3,0,6,4,0,1727
0,1,0,0.1,1,totalPaymentAmt90d,-3.129272317,203.28,---,totalSpend90d,-3.006636434,203.28,---,overpaymentAmt90d,-1.851537943,0,--,totalMerchCred90d,-1.778709052,34.62,--,nbrCustReqRefunds90d,-1.211826403,1,--,avgTxnSize90d,-0.582366478,33.88,--,maxRevolveLine,0,20000,<+,creditScore,0,659,<+,tenureMonths,0,9,<+,income,0,45500,<+,APPROVED,1,4,45500,9,659,PA,6,33.88,203.28,transfer password change card replace,4,1,0,34.62,0,3,203.28,0,0,1,1,63.58,0,20000,1,1,0,4,0,0,1728
0,1,0,0.1,1,totalPaymentAmt90d,-3.055759297,60,---,overpaymentAmt90d,-2.662559407,0,---,totalSpend90d,-2.36235646,797.3,---,totalMerchCred90d,-1.315260743,92.76,--,nbrCustReqRefunds90d,-1.183883064,1,--,income,-0.081597152,28700,-,maxRevolveLine,0,7000,<+,creditScore,0,713,<+,avgTxnSize90d,0,23.45,<+,tenureMonths,0,5,<+,APPROVED,1,2,28700,5,713,PA,34,23.45,797.3, ,12,4,0,92.76,1,5,60,0,0,1,1,40.75,1,7000,0,2,0,7,2,0,1729
0,1,0,0.1,1,totalPaymentAmt90d,-3.093467739,230.97,---,overpaymentAmt90d,-2.736442543,0,--,totalSpend90d,-2.70620042,230.97,--,creditScore,-2.25497496,764,--,totalMerchCred90d,-1.329210483,0,--,nbrCustReqRefunds90d,-1.293698835,1,--,avgTxnSize90d,-0.515872835,230.97,-,maxRevolveLine,0,6000,<+,tenureMonths,0,34,<+,income,0,49500,<+,APPROVED,1,2,49500,34,764,MA,1,230.97,230.97, ,0,0,0,0,0,6,230.97,0,0,1,1,21.79,0,6000,1,2,0,4,1,0,1730
0,1,0,0.1,1,totalPaymentAmt90d,-3.031765099,531.86,---,totalSpend90d,-2.425139396,531.86,---,overpaymentAmt90d,-1.828686565,0,--,totalMerchCred90d,-1.324003836,19.16,--,nbrCustReqRefunds90d,-1.223260516,1,--,avgTxnSize90d,-1.115059198,18.34,--,maxRevolveLine,0,12000,<+,creditScore,0,800,<+,tenureMonths,0,19,<+,income,0,56300,<+,APPROVED,1,2,56300,19,800,PA,29,18.34,531.86,billing address    ,15,1,0,19.16,0,5,531.86,0,0,1,1,44.45,0,12000,0,3,0,7,2,0,1731
0.191060768,0.808939232,1,0.1,1,income,-0.639176948,110900,---,nbrCustReqRefunds90d,-0.448074195,2,---,tenureMonths,0.247889082,61,++,overpaymentAmt90d,0.145133912,3516.57,++,csrNotes,-0.101828472,password change plastic replace transfer moneyorder,--,maxRevolveLine,-0.086706694,11000,-,avgTxnSize90d,-0.077768776,43.46,-,totalMerchCred90d,-0.055006333,43.63,-,totalSpend90d,-0.034149474,1216.88,-,totalPaymentAmt90d,0.03010549,4733.45,+,APPROVED,1,1,110900,61,696,NY,28,43.46,1216.88,password change plastic replace transfer moneyorder,18,1,0,43.63,1,2,4733.45,3516.57,1,2,1,3585.15,2,11000,1,4,0,10,0,0,1732
0.35140834,0.64859166,1,0.1,1,overpaymentAmt90d,2.817580613,2679.85,+++,totalPaymentAmt90d,0.257363513,2846.5,++,maxRevolveLine,0.202492335,14000,++,income,0.144907787,131300,+,totalMerchCred90d,0.086649444,15.06,+,nbrCustReqRefunds90d,0.070671887,1,+,creditScore,0.069952431,715,+,totalSpend90d,0.04743842,166.65,+,csrNotes,0.033846044,nan,+,avgTxnSize90d,-0.030605306,15.15,-,APPROVED,1,1,131300,10,715,MA,11,15.15,166.65, ,7,1,0,15.06,1,4,2846.5,2679.85,1,1,1,2719.5,4,14000,1,4,0,5,3,0,1733
0,1,0,0.1,1,totalSpend90d,-2.962992685,2467.08,---,overpaymentAmt90d,-2.741049647,0,---,totalPaymentAmt90d,-2.729738693,123.35,---,totalMerchCred90d,-1.322277405,185.43,--,nbrCustReqRefunds90d,-1.164232719,1,--,maxRevolveLine,0,11000,<+,creditScore,0,749,<+,avgTxnSize90d,0,29.37,<+,tenureMonths,0,14,<+,income,0,98100,<+,APPROVED,1,1,98100,14,749,MA,84,29.37,2467.08,plastic replace plastic replace plastic replace,52,6,3,185.43,3,7,123.35,0,0,1,1,23.79,3,11000,0,6,0,8,1,0,1734
0,1,0,0.1,1,totalPaymentAmt90d,-3.012056369,64.78,---,totalSpend90d,-2.926166351,1295.58,---,overpaymentAmt90d,-2.898491416,0,---,totalMerchCred90d,-1.333155999,100.55,--,nbrCustReqRefunds90d,-1.210907592,1,--,avgTxnSize90d,-1.076676607,99.66,--,maxRevolveLine,0,8000,<+,creditScore,0,637,<+,tenureMonths,0,0,<+,income,0,66500,<+,APPROVED,1,0,66500,0,637,MA,13,99.66,1295.58, ,5,1,0,100.55,1,3,64.78,0,0,1,1,35.8,1,8000,1,6,1,8,2,0,1735
0,1,0,0.1,1,totalPaymentAmt90d,-2.99323075,809.08,---,overpaymentAmt90d,-2.701842013,0,---,totalSpend90d,-1.929039345,809.08,--,totalMerchCred90d,-1.30952825,0,--,nbrCustReqRefunds90d,-1.274275491,1,--,avgTxnSize90d,-0.620553301,202.27,--,maxRevolveLine,0,13000,<+,creditScore,0,733,<+,tenureMonths,0,18,<+,income,0,44500,<+,APPROVED,1,0,44500,18,733,RI,4,202.27,809.08,card replace change request statement statement,1,0,0,0,0,4,809.08,0,0,1,1,34.79,0,13000,0,1,1,8,1,0,1736
0.000380952,0.999619048,0,0.1,1,creditScore,3.66204636,790,+++,totalMerchCred90d,-1.78840383,0,--,totalPaymentAmt90d,-1.737524876,60,--,totalSpend90d,-1.311011939,1.08,--,overpaymentAmt90d,-1.253288182,58.92,--,avgTxnSize90d,-1.186921998,1.08,--,income,0.962918636,14100,++,nbrCustReqRefunds90d,-0.724756747,1,--,csrNotes,-0.347957617,change request change request plastic replace,-,state,-0.047285785,NY,-,APPROVED,1,0,14100,7,790,NY,1,1.08,1.08,change request change request plastic replace,1,0,0,0,0,7,60,58.92,1,1,1,92.69,0,8000,1,3,0,7,1,0,1737
0.000114286,0.999885714,0,0.1,1,creditScore,4.738814871,693,+++,overpaymentAmt90d,-1.168526211,0,--,totalPaymentAmt90d,1.099441799,77.04,++,totalSpend90d,-0.991963246,77.04,--,totalMerchCred90d,-0.852127087,19.54,--,nbrCustReqRefunds90d,-0.699969198,1,--,avgTxnSize90d,-0.062870868,19.26,-,maxRevolveLine,0,7000,<-,csrNotes,0,nan,<-,tenureMonths,0,9,<-,APPROVED,1,2,135300,9,693,PA,4,19.26,77.04, ,2,1,0,19.54,0,4,77.04,0,0,1,1,52.99,0,7000,0,4,0,6,1,0,1738
0,1,0,0.1,1,totalPaymentAmt90d,-3.170998999,60,---,totalSpend90d,-3.011056269,485.1,---,overpaymentAmt90d,-2.061052535,0,--,totalMerchCred90d,-1.317020101,44.23,--,nbrCustReqRefunds90d,-1.18942692,1,--,income,-0.081597152,29200,-,maxRevolveLine,0,8000,<+,creditScore,0,655,<+,avgTxnSize90d,0,26.95,<+,tenureMonths,0,6,<+,APPROVED,1,3,29200,6,655,MA,18,26.95,485.1, ,9,2,1,44.23,0,6,60,0,0,1,1,53.53,0,8000,1,6,0,10,3,0,1739
0.552722326,0.447277674,1,0.1,1,overpaymentAmt90d,4.422362774,2650.85,+++,totalPaymentAmt90d,0.564626762,7854.05,++,csrNotes,0.384205763,late payment late payment customer call cash,++,income,0.299164133,45300,+,nbrCustReqRefunds90d,0.169009606,1,+,totalSpend90d,0.134966602,5203.2,+,creditScore,0.112320134,759,+,avgTxnSize90d,-0.088975163,173.44,-,tenureMonths,-0.061669481,10,-,maxRevolveLine,0.044652955,8000,+,APPROVED,1,2,45300,10,759,ME,30,173.44,5203.2,late payment late payment customer call cash,17,3,0,518.61,1,4,7854.05,2650.85,1,1,1,2730.7,4,8000,1,1,0,10,1,0,1740
0.002531331,0.997468669,0,0.1,1,totalPaymentAmt90d,1.320551345,2535.24,+++,totalSpend90d,-0.74584663,2535.24,--,overpaymentAmt90d,-0.679950388,0,--,nbrCustReqRefunds90d,-0.493757498,1,--,totalMerchCred90d,-0.409171222,0,--,tenureMonths,0.386260992,24,++,avgTxnSize90d,-0.175384263,633.81,-,csrNotes,0.016162661,nan,+,creditScore,-0.014286555,725,-,income,0,17100,<-,APPROVED,1,0,17100,24,725,PA,4,633.81,2535.24, ,2,0,0,0,0,5,2535.24,0,0,1,1,53.1,0,9000,1,2,0,7,0,0,1741
0.685596602,0.314403399,1,0.1,1,totalMerchCred90d,2.22556004,1655.52,+++,totalSpend90d,0.877817896,41474.25,+++,avgTxnSize90d,0.349705518,552.99,++,totalPaymentAmt90d,0.208186193,41474.25,+,tenureMonths,0.204911274,10,+,csrNotes,0.149049822,late payment password change plastic replace overseas atm,+,state,0.102932941,RI,+,creditScore,0.067169615,754,+,nbrCustReqRefunds90d,0.06317207,1,+,overpaymentAmt90d,0.060140983,0,+,APPROVED,1,0,63500,10,754,RI,75,552.99,41474.25,late payment password change plastic replace overseas atm,38,3,0,1655.52,1,3,41474.25,0,0,1,1,27.82,3,5000,0,5,0,3,1,0,1742
0.928525813,0.071474187,1,0.1,1,totalMerchCred90d,4.518026983,2494.4,+++,totalSpend90d,1.26635724,31962.88,++,creditScore,0.654976059,669,++,avgTxnSize90d,0.471126083,499.42,++,csrNotes,0.217524295,statement transfer late payment cash,+,totalPaymentAmt90d,0.215129456,4531.6,+,overpaymentAmt90d,0.20385061,0,+,state,0.138064477,MA,+,nbrCustReqRefunds90d,0.106484364,1,+,income,-0.026562091,61800,-,APPROVED,1,2,61800,56,669,MA,64,499.42,31962.88,statement transfer late payment cash,28,5,0,2494.4,3,3,4531.6,0,0,1,1,15.03,3,20000,1,0,2,6,2,0,1743
0.354780445,0.645219555,1,0.1,1,nbrCustReqRefunds90d,4.271037243,2,+++,overpaymentAmt90d,0.32424537,60,++,income,0.252826929,11600,+,totalSpend90d,0.250464108,0,+,creditScore,0.242909462,770,+,maxRevolveLine,0.134756526,21000,+,totalMerchCred90d,0.12564074,0,+,csrNotes,0.114523089,statement late payment transfer,+,totalPaymentAmt90d,0.064322731,60,+,avgTxnSize90d,0.052544766,39.12,+,APPROVED,1,1,11600,36,770,PA,0,39.12,0,statement late payment transfer,0,0,0,0,0,4,60,60,1,2,1,60,0,21000,1,3,0,11,1,0,1744
0.0004,0.9996,0,0.1,1,avgTxnSize90d,5.370352905,4.83,+++,totalPaymentAmt90d,1.024211409,260.82,++,totalSpend90d,-0.741423168,260.82,--,totalMerchCred90d,-0.72595887,35.2,--,overpaymentAmt90d,-0.716324486,0,--,nbrCustReqRefunds90d,-0.63063808,1,--,maxRevolveLine,-0.091657372,12000,-,creditScore,0,669,<+,tenureMonths,0,18,<+,income,0,111300,<+,APPROVED,1,1,111300,18,669,MA,54,4.83,260.82, ,29,8,3,35.2,4,2,260.82,0,0,1,1,34.26,0,12000,1,3,0,9,1,0,1745
0.34035303,0.65964697,1,0.1,1,overpaymentAmt90d,4.503450317,3520.54,+++,income,-0.448189452,74100,--,totalPaymentAmt90d,0.424232636,8442.1,++,maxRevolveLine,-0.077357613,10000,-,creditScore,-0.075921722,702,-,totalSpend90d,0.043828861,4921.56,+,avgTxnSize90d,-0.027536251,52.92,-,csrNotes,0.021306196,nan,+,totalMerchCred90d,-0.01746396,232.02,-,nbrCustReqRefunds90d,0.014434437,1,+,APPROVED,1,0,74100,20,702,PA,93,52.92,4921.56, ,49,5,3,232.02,5,3,8442.1,3520.54,1,1,1,3596.31,3,10000,0,4,1,6,2,0,1746
0,1,0,0.1,1,totalPaymentAmt90d,-3.099656447,60,---,totalSpend90d,-3.045311096,195.45,---,overpaymentAmt90d,-2.739744711,0,---,totalMerchCred90d,-1.313578293,36,--,nbrCustReqRefunds90d,-1.277320134,1,--,avgTxnSize90d,-0.430513867,39.09,-,income,-0.081597152,23100,-,maxRevolveLine,0,5000,<+,creditScore,0,736,<+,tenureMonths,0,55,<+,APPROVED,1,1,23100,55,736,CT,5,39.09,195.45, ,3,1,1,36,0,3,60,0,0,1,1,79.8,0,5000,1,3,0,10,2,0,1747
0,1,0,0.1,1,totalPaymentAmt90d,-3.157178138,650.88,---,overpaymentAmt90d,-2.651687505,0,---,totalSpend90d,-2.103949279,650.88,--,totalMerchCred90d,-1.316202601,0,--,nbrCustReqRefunds90d,-1.224789243,1,--,avgTxnSize90d,-0.621510722,81.36,--,maxRevolveLine,0,13000,<+,creditScore,0,662,<+,tenureMonths,0,7,<+,income,0,13700,<+,APPROVED,1,2,13700,7,662,MA,8,81.36,650.88, ,5,0,0,0,0,2,650.88,0,0,1,1,62.8,0,13000,1,2,1,6,0,0,1748
0.002609699,0.997390301,0,0.1,1,totalSpend90d,-1.586706589,8538.24,---,totalMerchCred90d,-0.921984654,430.8,---,overpaymentAmt90d,-0.650154979,0,--,nbrCustReqRefunds90d,-0.390825256,1,--,csrNotes,-0.239549587,card replace plastic replace billing address,--,avgTxnSize90d,0.234684017,44.47,++,income,-0.153869306,134000,-,totalPaymentAmt90d,-0.098065644,8538.24,-,tenureMonths,0.067228374,9,+,creditScore,0.032016671,647,+,APPROVED,1,3,134000,9,647,MA,192,44.47,8538.24,card replace plastic replace billing address,108,10,2,430.8,3,2,8538.24,0,0,1,1,36.67,2,11000,0,1,0,11,1,0,1749
0.474886584,0.525113416,1,0.1,1,totalMerchCred90d,1.422610677,1444,+++,totalSpend90d,0.392380727,22006.4,++,csrNotes,0.177398343,transfer password change late payment atm denied,++,state,0.124494865,CT,++,income,-0.073254554,97700,-,avgTxnSize90d,-0.045488691,169.28,-,maxRevolveLine,0.044575556,11000,+,creditScore,-0.040785569,669,-,totalPaymentAmt90d,-0.03513928,22006.4,-,nbrCustReqRefunds90d,0.031979554,1,+,APPROVED,1,2,97700,8,669,CT,130,169.28,22006.4,transfer password change late payment atm denied,74,9,4,1444,4,3,22006.4,0,0,1,1,59.39,3,11000,1,2,0,6,1,0,1750
0.251020672,0.748979328,1,0.1,1,overpaymentAmt90d,2.480667998,2675.12,+++,income,-0.485499157,72300,--,totalPaymentAmt90d,0.280353985,3182.9,++,creditScore,-0.209343662,736,--,maxRevolveLine,-0.06070984,9000,-,avgTxnSize90d,-0.058924068,72.54,-,tenureMonths,-0.056826754,7,-,totalMerchCred90d,-0.053569342,0,-,nbrCustReqRefunds90d,0.050091318,1,+,state,-0.046209439,ME,-,APPROVED,1,0,72300,7,736,ME,7,72.54,507.78, ,4,0,0,0,0,2,3182.9,2675.12,1,1,1,2724.29,2,9000,1,2,0,7,0,0,1751
0,1,0,0.1,1,totalPaymentAmt90d,-2.966213353,81.34,---,overpaymentAmt90d,-2.882299965,0,---,totalSpend90d,-2.743941836,1626.84,---,totalMerchCred90d,-1.315410641,0,--,nbrCustReqRefunds90d,-1.240175342,1,--,maxRevolveLine,0,11000,<+,creditScore,0,712,<+,avgTxnSize90d,0,90.38,<+,tenureMonths,0,2,<+,income,0,35200,<+,APPROVED,1,0,35200,2,712,CT,18,90.38,1626.84,transfer change request plastic replace statement,7,0,0,0,0,3,81.34,0,0,1,1,55.2,0,11000,0,1,0,6,0,0,1752
0,1,0,0.1,1,csrNotes,-3.684215353,  transfer   statement,---,totalPaymentAmt90d,-3.082857761,60,--,totalSpend90d,-2.767910275,444.04,--,overpaymentAmt90d,-2.738712189,0,--,avgTxnSize90d,-1.842107676,222.02,--,totalMerchCred90d,-1.305590935,0,--,nbrCustReqRefunds90d,-1.245682152,1,--,maxRevolveLine,0,11000,<+,creditScore,0,685,<+,tenureMonths,0,10,<+,APPROVED,1,1,4000,10,685,PA,2,222.02,444.04,  transfer   statement,0,0,0,0,0,2,60,0,0,1,1,54.95,0,11000,1,3,0,5,0,0,1753
0,1,0,0.1,1,totalPaymentAmt90d,-6.295894423,60,--,totalSpend90d,-6.107643837,0,--,totalMerchCred90d,-5.423829627,0,--,avgTxnSize90d,-4.598358019,0,--,overpaymentAmt90d,-4.456262425,60,--,income,-2.313009628,25700,--,nbrCustReqRefunds90d,-1.310629646,1,-,creditScore,-0.923585875,649,-,csrNotes,-0.69451595,change request change request transfer,-,state,-0.522244458,MA,-,APPROVED,1,1,25700,6,649,MA,2,0,0,change request change request transfer,2,0,0,0,0,2,60,60,1,1,1,60,0,13000,0,4,1,11,0,0,1754
0.0033,0.9967,0,0.1,1,totalMerchCred90d,6.765712468,945.56,+++,totalSpend90d,-0.634977433,6633.76,--,overpaymentAmt90d,-0.632692434,0,--,nbrCustReqRefunds90d,-0.411207911,1,-,totalPaymentAmt90d,-0.173732067,331.69,-,avgTxnSize90d,-0.067854378,236.92,-,maxRevolveLine,-0.045015704,12000,-,creditScore,-0.028425824,735,-,csrNotes,0.012348794,nan,+,income,-0.005898404,42800,<-,APPROVED,1,0,42800,10,735,MA,28,236.92,6633.76, ,14,4,0,945.56,3,3,331.69,0,0,1,1,41.09,3,12000,1,2,0,10,0,0,1755
0.001029966,0.998970034,0,0.1,1,totalSpend90d,-1.280191886,0,---,totalMerchCred90d,-1.167102612,0,---,totalPaymentAmt90d,-1.159669421,60,---,nbrCustReqRefunds90d,-0.645609374,1,--,tenureMonths,0.558527319,58,++,creditScore,0.30999542,740,++,income,0.166501852,40700,+,overpaymentAmt90d,0.156676187,60,+,state,-0.07087717,NY,-,csrNotes,0.03117056,nan,+,APPROVED,1,2,40700,58,740,NY,0,400.53,0, ,0,0,0,0,0,2,60,60,1,1,1,60,0,13000,1,5,0,5,0,0,1756
0.0001,0.9999,0,0.1,1,totalSpend90d,1.759423346,4538.92,+++,overpaymentAmt90d,-1.470567721,0,---,totalMerchCred90d,-0.952462616,515.6,--,nbrCustReqRefunds90d,-0.74538387,1,--,avgTxnSize90d,-0.314436615,85.64,--,creditScore,-0.207254757,720,-,totalPaymentAmt90d,-0.163453802,226.95,-,tenureMonths,-0.06932472,3,-,maxRevolveLine,0,16000,<-,csrNotes,0,nan,<-,APPROVED,1,0,58200,3,720,MA,53,85.64,4538.92, ,23,6,1,515.6,4,5,226.95,0,0,1,1,56.44,5,16000,0,8,0,7,0,0,1757
0,1,0,0.1,1,totalPaymentAmt90d,-2.966176411,1324.12,---,overpaymentAmt90d,-2.732307319,0,---,totalSpend90d,-2.699507119,1324.12,---,totalMerchCred90d,-1.735007079,333.07,--,nbrCustReqRefunds90d,-1.272451758,1,--,avgTxnSize90d,-0.645912485,331.03,--,maxRevolveLine,0,16000,<+,creditScore,0,724,<+,tenureMonths,0,18,<+,income,0,11800,<+,APPROVED,1,1,11800,18,724,PA,4,331.03,1324.12,billing address transfer billing address,2,1,0,333.07,0,2,1324.12,0,0,1,1,48.51,2,16000,0,2,0,8,1,0,1758
0.002339967,0.997660033,0,0.1,1,totalSpend90d,-1.273236283,10315.67,---,totalPaymentAmt90d,-1.092045985,3059.53,---,overpaymentAmt90d,-0.628397034,0,--,totalMerchCred90d,-0.615871912,544.25,--,nbrCustReqRefunds90d,-0.470306448,1,--,income,0.449047018,25500,++,avgTxnSize90d,-0.266961366,542.93,--,csrNotes,-0.241025022,password change billing address password change,-,creditScore,-0.07461625,732,-,tenureMonths,-0.059962127,76,-,APPROVED,1,2,25500,76,732,MA,19,542.93,10315.67,password change billing address password change,9,1,0,544.25,0,4,3059.53,0,0,1,1,55.35,4,15000,1,3,0,8,0,0,1759
0,1,0,0.1,1,totalPaymentAmt90d,-4.929376239,60,---,totalSpend90d,-3.097604694,201.16,--,overpaymentAmt90d,-2.355519772,0,--,csrNotes,-1.822589706,nan,--,maxRevolveLine,-1.488596099,13000,--,totalMerchCred90d,-1.320063127,14,--,nbrCustReqRefunds90d,-1.200135053,1,--,avgTxnSize90d,-0.515872835,4.28,-,income,-0.081597152,101300,-,creditScore,0,761,<+,APPROVED,1,1,101300,17,761,NJ,47,4.28,201.16, ,29,3,1,14,2,3,60,0,0,1,1,53.6,0,13000,1,3,0,6,1,0,1760
